1.418800000000000000e+05,1.400400000000000000e+05,1.428400000000000000e+05,1.275200000000000000e+05,1.374400000000000000e+05,1.428400000000000000e+05,1.418400000000000000e+05,1.418800000000000000e+05
1.392000000000000000e+05,1.403200000000000000e+05,1.418800000000000000e+05,1.275200000000000000e+05,1.275200000000000000e+05,1.374400000000000000e+05,1.418400000000000000e+05,1.400400000000000000e+05
1.374400000000000000e+05,1.374400000000000000e+05,1.403200000000000000e+05,1.430400000000000000e+05,1.418400000000000000e+05,1.340800000000000000e+05,1.374400000000000000e+05,1.283200000000000000e+05
1.379200000000000000e+05,1.430400000000000000e+05,1.340800000000000000e+05,1.283200000000000000e+05,1.418400000000000000e+05,1.348800000000000000e+05,1.283200000000000000e+05,1.392000000000000000e+05
1.430400000000000000e+05,1.428400000000000000e+05,1.283200000000000000e+05,1.418400000000000000e+05,1.348800000000000000e+05,1.275200000000000000e+05,1.275200000000000000e+05,1.392000000000000000e+05
4.848000000000000000e+04,5.164000000000000000e+04,3.508000000000000000e+04,2.056000000000000000e+04,1.444000000000000000e+04,1.468000000000000000e+04,1.620000000000000000e+04,8.240000000000000000e+03
5.096000000000000000e+04,4.756000000000000000e+04,2.420000000000000000e+04,1.232000000000000000e+04,1.536000000000000000e+04,1.924000000000000000e+04,8.560000000000000000e+03,1.092000000000000000e+04
5.236000000000000000e+04,6.180000000000000000e+04,3.644000000000000000e+04,2.560000000000000000e+04,1.572000000000000000e+04,1.608000000000000000e+04,2.740000000000000000e+04,9.160000000000000000e+03
5.344000000000000000e+04,5.300000000000000000e+04,2.792000000000000000e+04,2.352000000000000000e+04,1.908000000000000000e+04,1.528000000000000000e+04,1.308000000000000000e+04,1.428000000000000000e+04
5.444000000000000000e+04,5.480000000000000000e+04,3.556000000000000000e+04,1.860000000000000000e+04,1.184000000000000000e+04,1.312000000000000000e+04,1.260000000000000000e+04,1.052000000000000000e+04
1.330400000000000000e+05,1.340800000000000000e+05,6.820000000000000000e+04,4.776000000000000000e+04,3.404000000000000000e+04,3.160000000000000000e+04,3.152000000000000000e+04,1.428000000000000000e+04
1.199200000000000000e+05,1.216000000000000000e+05,5.444000000000000000e+04,2.184000000000000000e+04,4.708000000000000000e+04,2.632000000000000000e+04,2.572000000000000000e+04,2.236000000000000000e+04
1.397600000000000000e+05,1.473600000000000000e+05,8.300000000000000000e+04,3.916000000000000000e+04,3.136000000000000000e+04,4.036000000000000000e+04,2.556000000000000000e+04,1.536000000000000000e+04
1.302400000000000000e+05,1.378000000000000000e+05,6.428000000000000000e+04,4.044000000000000000e+04,2.704000000000000000e+04,3.604000000000000000e+04,3.976000000000000000e+04,1.560000000000000000e+04
1.453600000000000000e+05,1.152400000000000000e+05,5.988000000000000000e+04,3.952000000000000000e+04,4.432000000000000000e+04,2.644000000000000000e+04,3.252000000000000000e+04,2.280000000000000000e+04
9.820000000000000000e+04,1.050400000000000000e+05,4.076000000000000000e+04,3.596000000000000000e+04,1.580000000000000000e+04,1.952000000000000000e+04,4.084000000000000000e+04,1.560000000000000000e+04
9.100000000000000000e+04,9.596000000000000000e+04,4.536000000000000000e+04,4.104000000000000000e+04,2.620000000000000000e+04,3.028000000000000000e+04,2.076000000000000000e+04,1.032000000000000000e+04
1.056800000000000000e+05,1.045600000000000000e+05,6.096000000000000000e+04,3.352000000000000000e+04,1.696000000000000000e+04,1.952000000000000000e+04,1.528000000000000000e+04,1.396000000000000000e+04
1.312000000000000000e+05,1.137200000000000000e+05,3.812000000000000000e+04,3.536000000000000000e+04,1.340000000000000000e+04,2.472000000000000000e+04,1.300000000000000000e+04,1.148000000000000000e+04
9.880000000000000000e+04,1.277600000000000000e+05,6.812000000000000000e+04,3.832000000000000000e+04,1.620000000000000000e+04,1.984000000000000000e+04,2.288000000000000000e+04,2.788000000000000000e+04
6.368000000000000000e+04,5.688000000000000000e+04,2.328000000000000000e+04,2.140000000000000000e+04,8.680000000000000000e+03,2.604000000000000000e+04,1.004000000000000000e+04,1.024000000000000000e+04
5.680000000000000000e+04,5.752000000000000000e+04,2.724000000000000000e+04,2.372000000000000000e+04,1.460000000000000000e+04,1.348000000000000000e+04,8.760000000000000000e+03,1.500000000000000000e+04
7.220000000000000000e+04,6.032000000000000000e+04,4.328000000000000000e+04,1.964000000000000000e+04,3.060000000000000000e+04,1.904000000000000000e+04,1.344000000000000000e+04,8.520000000000000000e+03
6.140000000000000000e+04,6.940000000000000000e+04,3.464000000000000000e+04,1.632000000000000000e+04,4.040000000000000000e+03,7.520000000000000000e+03,4.000000000000000000e+03,4.080000000000000000e+03
8.012000000000000000e+04,7.116000000000000000e+04,3.116000000000000000e+04,1.384000000000000000e+04,2.960000000000000000e+04,6.240000000000000000e+03,1.832000000000000000e+04,6.440000000000000000e+03
