1.936400000000000000e+05,1.928400000000000000e+05,1.936400000000000000e+05,1.884400000000000000e+05,2.004800000000000000e+05,1.872800000000000000e+05,1.884400000000000000e+05,1.884400000000000000e+05
1.833200000000000000e+05,1.817200000000000000e+05,2.004800000000000000e+05,1.884400000000000000e+05,1.817200000000000000e+05,1.817200000000000000e+05,2.004800000000000000e+05,1.833200000000000000e+05
2.012400000000000000e+05,2.002000000000000000e+05,1.928400000000000000e+05,2.002000000000000000e+05,1.936400000000000000e+05,1.872800000000000000e+05,1.928400000000000000e+05,1.936400000000000000e+05
1.884400000000000000e+05,1.872800000000000000e+05,1.962400000000000000e+05,2.004800000000000000e+05,1.928400000000000000e+05,1.928400000000000000e+05,1.920800000000000000e+05,1.884400000000000000e+05
2.012400000000000000e+05,1.817200000000000000e+05,1.872800000000000000e+05,1.884400000000000000e+05,2.032400000000000000e+05,1.833200000000000000e+05,1.817200000000000000e+05,2.004800000000000000e+05
6.900000000000000000e+04,7.008000000000000000e+04,4.656000000000000000e+04,3.092000000000000000e+04,2.544000000000000000e+04,1.912000000000000000e+04,1.436000000000000000e+04,8.720000000000000000e+03
7.520000000000000000e+04,6.904000000000000000e+04,4.548000000000000000e+04,2.780000000000000000e+04,1.948000000000000000e+04,1.264000000000000000e+04,9.320000000000000000e+03,8.280000000000000000e+03
6.796000000000000000e+04,7.372000000000000000e+04,6.228000000000000000e+04,2.916000000000000000e+04,2.140000000000000000e+04,1.540000000000000000e+04,1.824000000000000000e+04,9.360000000000000000e+03
6.980000000000000000e+04,7.100000000000000000e+04,4.844000000000000000e+04,2.612000000000000000e+04,2.080000000000000000e+04,1.304000000000000000e+04,1.936000000000000000e+04,8.920000000000000000e+03
7.164000000000000000e+04,6.384000000000000000e+04,4.540000000000000000e+04,2.264000000000000000e+04,2.044000000000000000e+04,8.680000000000000000e+03,7.360000000000000000e+03,5.360000000000000000e+03
1.468800000000000000e+05,1.412800000000000000e+05,8.024000000000000000e+04,4.020000000000000000e+04,2.724000000000000000e+04,1.984000000000000000e+04,1.416000000000000000e+04,9.000000000000000000e+03
1.382800000000000000e+05,1.218000000000000000e+05,8.140000000000000000e+04,3.652000000000000000e+04,2.956000000000000000e+04,1.376000000000000000e+04,7.560000000000000000e+03,1.412000000000000000e+04
1.619600000000000000e+05,1.504800000000000000e+05,1.014000000000000000e+05,4.164000000000000000e+04,3.496000000000000000e+04,1.376000000000000000e+04,1.572000000000000000e+04,5.200000000000000000e+03
1.552800000000000000e+05,1.342000000000000000e+05,8.100000000000000000e+04,3.164000000000000000e+04,3.148000000000000000e+04,2.136000000000000000e+04,1.376000000000000000e+04,1.444000000000000000e+04
1.374800000000000000e+05,1.280400000000000000e+05,6.748000000000000000e+04,2.992000000000000000e+04,2.648000000000000000e+04,1.912000000000000000e+04,2.656000000000000000e+04,1.808000000000000000e+04
1.194400000000000000e+05,1.246400000000000000e+05,6.464000000000000000e+04,2.140000000000000000e+04,2.012000000000000000e+04,1.288000000000000000e+04,1.428000000000000000e+04,1.140000000000000000e+04
1.388800000000000000e+05,1.230400000000000000e+05,6.836000000000000000e+04,3.848000000000000000e+04,2.928000000000000000e+04,2.240000000000000000e+04,2.588000000000000000e+04,1.072000000000000000e+04
1.132000000000000000e+05,1.122800000000000000e+05,6.552000000000000000e+04,2.400000000000000000e+04,1.220000000000000000e+04,7.840000000000000000e+03,9.400000000000000000e+03,7.760000000000000000e+03
1.102400000000000000e+05,9.824000000000000000e+04,6.792000000000000000e+04,1.680000000000000000e+04,1.340000000000000000e+04,2.112000000000000000e+04,1.092000000000000000e+04,1.132000000000000000e+04
1.265600000000000000e+05,1.284400000000000000e+05,7.420000000000000000e+04,4.400000000000000000e+04,2.644000000000000000e+04,1.208000000000000000e+04,1.188000000000000000e+04,1.520000000000000000e+04
8.728000000000000000e+04,9.576000000000000000e+04,4.596000000000000000e+04,3.340000000000000000e+04,2.420000000000000000e+04,1.296000000000000000e+04,1.200000000000000000e+04,8.560000000000000000e+03
8.772000000000000000e+04,8.068000000000000000e+04,5.436000000000000000e+04,2.512000000000000000e+04,1.076000000000000000e+04,2.592000000000000000e+04,2.324000000000000000e+04,1.196000000000000000e+04
6.984000000000000000e+04,7.280000000000000000e+04,3.860000000000000000e+04,1.624000000000000000e+04,1.240000000000000000e+04,6.440000000000000000e+03,1.648000000000000000e+04,8.120000000000000000e+03
6.628000000000000000e+04,6.100000000000000000e+04,3.992000000000000000e+04,1.224000000000000000e+04,1.020000000000000000e+04,6.960000000000000000e+03,8.520000000000000000e+03,3.760000000000000000e+03
8.652000000000000000e+04,7.832000000000000000e+04,4.076000000000000000e+04,2.244000000000000000e+04,1.320000000000000000e+04,6.320000000000000000e+03,2.056000000000000000e+04,4.760000000000000000e+03
